Unnamed: 0,id,listing_url,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60
2000,19050582,https://www.airbnb.com/rooms/19050582,2025-06-28,city scrape,Loft Clérigos-2 or 3 Guests Next To Clérigos Tower,"Cozy apartment with kitchenette, mesanine room with two single beds, a sofa bed in the living room and a bathroom. Furnished and equipped, right in front of the Clérigos Tower, the heart of the city! It is about 100 m from the Lello's Bookstore and 500 m from São Bento Station.<br /><br />In case this apartment is occupied on the desired dates we have more apartments in the building so you can check availability by clicking on our logo!","As you walk out of the apartment building you're close to all trendy restaurants, famous monuments, and by night you can enjoy a fun evening. The ""Clérigos Tower"" will be your host during your stay, and you'll get to the famous ""Lello Book Store"" in less than 5 minutes walking distance.",https://a0.muscache.com/pictures/3814db56-1a94-4277-8a12-c5c69a45c63e.jpg,130612073,https://www.airbnb.com/users/show/130612073,3M'S - City & Country Rentals,2017-05-16,"Porto, Portugal",,within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/1118cfb1-57a6-465e-a2db-fe41e4016573.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1118cfb1-57a6-465e-a2db-fe41e4016573.jpg?aki_policy=profile_x_medium,,6,6,"['email', 'phone']",t,t,"Porto, Portugal","Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14656,-8.61387,Entire loft,Entire home/apt,3,1 bath,1.0,3.0,"[""Essentials"", ""Extra pillows and blankets"", ""Shampoo"", ""Exterior security cameras on property"", ""Microwave"", ""Refrigerator"", ""Wifi"", ""Bed linens"", ""Kitchen"", ""Lockbox"", ""First aid kit"", ""Oven"", ""Hangers"", ""Smoke alarm"", ""Hot water"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Iron"", ""Dishes and silverware"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Self check-in"", ""Coffee maker"", ""Cooking basics"", ""TV with standard cable"", ""Heating"", ""Fire extinguisher"", ""Stove""]",$81.00,2,1125,2.0,3.0,1125.0,1125.0,2.2,1125.0,,t,4,33
2200,19874081,https://www.airbnb.com/rooms/19874081,2025-06-27,city scrape,Studio Trindade @ Fast Internet • Wash/Dryer • AC,"Bonjardim is one of the most historical streets in the city of Porto, it's a melting pot of popular traditional restaurants and few blocks from the best loved shopping street of Santa Catarina. <br />Despite being close to the action this place it's located at a quiet square and the most important subway station that connects you directly to the airport its just moments away, meaning you access the entire city with ease although you can easily avoid it and explore the city on foot.","Bonjardim is one of the most historical streets in the city of Porto, it's a melting pot of popular traditional restaurants and few blocks from the best loved shopping street of Santa Catarina. <br />Despite being close to the action this place it's located at a quiet square and the most important subway station that connects you directly to the airport its just moments away, meaning you access the entire city with ease although you can easily avoid it and explore the city on foot.",https://a0.muscache.com/pictures/df62e263-3ceb-45b9-947d-b23a793a923f.jpg,2730238,https://www.airbnb.com/users/show/2730238,Daniel Y Nuno,2012-06-24,"Porto, Portugal",,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/8b5ffcb0-5d95-4378-8ce0-20344744b0ef.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8b5ffcb0-5d95-4378-8ce0-20344744b0ef.jpg?aki_policy=profile_x_medium,,22,26,"['email', 'phone', 'work_email']",t,t,"Porto, Portugal","Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.1536,-8.60853,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,"[""Dryer"", ""Private entrance"", ""Crib - available upon request"", ""Essentials"", ""Keypad"", ""Shampoo"", ""Laundromat nearby"", ""Refrigerator"", ""Fast wifi \u2013 511 Mbps"", ""Paid parking lot off premises"", ""Air conditioning"", ""Safe"", ""Bed linens"", ""Kitchen"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""Hangers"", ""Patio or balcony"", ""Hot water"", ""Shower gel"", ""Clothing storage: closet"", ""High chair"", ""Coffee maker: Nespresso"", ""Free washer \u2013 In building"", ""Long term stays allowed"", ""Freezer"", ""Luggage dropoff allowed"", ""Iron"", ""Dishes and silverware"", ""Hair dryer"", ""Wine glasses"", ""Self check-in"", ""Cooking basics"", ""Body soap"", ""Heating"", ""Room-darkening shades"", ""HDTV with Netflix"", ""Fire extinguisher"", ""Stove""]",$74.00,1,180,2.0,6.0,1125.0,1125.0,3.3,1125.0,,t,13,30
2400,20759478,https://www.airbnb.com/rooms/20759478,2025-06-27,previous scrape,BOUTIQUE SUITE - QUARTO PORTO,Bem-vindo欢迎ようこそ!<br />This is my home and I do also live here. I am now sharing it for someone who need a stay with low budget. <br />This bedroom is private for 2 guests.<br />PRIVATE BATHROOM.,Train / metro station Campanhã. Metro Campo 24 Agosto and Heroismo.<br />Supermarket LIDL.,https://a0.muscache.com/pictures/ea748b61-f620-43a9-a086-2e3850ff2c11.jpg,108929069,https://www.airbnb.com/users/show/108929069,Zhiang,2016-12-28,"Porto, Portugal","Tudo mundo! I am a 28 years old man who is fighting for having guest houses all over the world. I am now working in city of Porto and have a house with four bedrooms for hosting people . I've been traveling around the world also and I keep a view that no language nor culture can separate people from each other. I will treat everyone like brothers and your happy is my pride and joy. 
Instagram : zhouzhiang5645",,,,f,https://a0.muscache.com/im/pictures/user/6eeecdf7-5846-4ffd-9178-e6249f1e95c5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6eeecdf7-5846-4ffd-9178-e6249f1e95c5.jpg?aki_policy=profile_x_medium,,4,8,"['email', 'phone', 'work_email']",t,t,"Porto, Portugal",Campanhã,PORTO,41.15335,-8.59019,Private room in home,Private room,2,1 private bath,,,"[""Private entrance"", ""Essentials"", ""Extra pillows and blankets"", ""Shampoo"", ""Microwave"", ""Refrigerator"", ""Wifi"", ""Lock on bedroom door"", ""Bed linens"", ""Kitchen"", ""Lockbox"", ""Hangers"", ""Hot water"", ""Shower gel"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Hair dryer"", ""Self check-in"", ""Free street parking""]",,1,1124,1.0,1.0,1124.0,1124.0,1.0,1124.0,,t,0,0
2600,21959774,https://www.airbnb.com/rooms/21959774,2025-06-29,city scrape,Oporto Ceuta Residences® - Residence 8 by WDL,"Enjoy the best of Porto in this bright, stylish and comfortable apartment delivering dazzling views to the heart of the city. Featuring a recently rehabilitated classic building from 1950, this apartment benefits from a premium and very central location, just 1 minute from Oporto City Hall, Lello Book Store, metro station and bus. Enjoy the best restaurants and bars in town just down the street.<br />The perfect place for couples, solo adventurers, business travelers, families, and groups of friends!","Located in the heart of Porto’s downtown, this is the perfect spot! Surrounded by monuments, coffees, restaurants and bars, in a safe 50’s stylish street! 2 minutes walking from Lello’s library; 1 minute walking from Avenida dos Aliados; 2 minutes walking from Clerigos Tower; 5 minutes walking from São Bento train station...",https://a0.muscache.com/pictures/d4e70a53-585f-4a67-9ca3-fd96a42af16b.jpg,247404054,https://www.airbnb.com/users/show/247404054,We Do Living,2019-03-07,,,,,,f,https://a0.muscache.com/im/pictures/user/f21c0a27-ba28-4f5a-a2c4-bbea4fe574bc.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f21c0a27-ba28-4f5a-a2c4-bbea4fe574bc.jpg?aki_policy=profile_x_medium,,12,12,"['email', 'phone']",t,t,"Porto, Portugal","Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14792,-8.61309,Entire serviced apartment,Entire home/apt,4,1 bath,1.0,1.0,"[""Extra pillows and blankets"", ""Table corner guards"", ""Air conditioning"", ""Room-darkening shades"", ""Hair dryer"", ""First aid kit"", ""Self check-in"", ""Refrigerator"", ""Outlet covers"", ""Paid parking off premises"", ""Stove"", ""TV with standard cable"", ""Cooking basics"", ""Shampoo"", ""Patio or balcony"", ""Children\u2019s books and toys"", ""Gym"", ""Washer"", ""Hot water"", ""Oven"", ""Elevator"", ""Babysitter recommendations"", ""Dryer"", ""Wifi"", ""Kitchen"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Coffee maker"", ""High chair"", ""Smart lock"", ""Hangers"", ""Iron"", ""Dishes and silverware"", ""Fire extinguisher"", ""Baby bath"", ""Pets allowed"", ""Heating"", ""Private entrance"", ""Bed linens"", ""Children\u2019s dinnerware"", ""Crib"", ""Essentials"", ""Microwave"", ""Long term stays allowed""]",$114.00,2,30,2.0,2.0,30.0,30.0,2.0,30.0,,t,14,34
2800,23504966,https://www.airbnb.com/rooms/23504966,2025-06-26,city scrape,Casa Particular de Monsanto 2,"Typical Porto house built in the 1950s all in granite. With three floors, an outdoor space with a grill great for a barbecue.",,https://a0.muscache.com/pictures/6e55e314-3518-4b54-83b2-af204b2c15f9.jpg,119157440,https://www.airbnb.com/users/show/119157440,Manuela,2017-03-04,"Porto, Portugal",A vida é para ser vivida de forma descontraída... desfrute,within a few hours,100%,23%,f,https://a0.muscache.com/im/pictures/user/1914beb4-6365-4153-8862-2046d033b3ba.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1914beb4-6365-4153-8862-2046d033b3ba.jpg?aki_policy=profile_x_medium,,3,3,"['email', 'phone']",t,t,,Paranhos,PORTO,41.17136,-8.61571,Private room in townhouse,Private room,1,1 shared bath,0.0,1.0,"[""Essentials"", ""Extra pillows and blankets"", ""Keypad"", ""Shampoo"", ""Shared backyard \u2013 Fully fenced"", ""Refrigerator"", ""Wifi"", ""Bed linens"", ""Kitchen"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""Hangers"", ""Hot water"", ""Shower gel"", ""Dedicated workspace"", ""Crib"", ""Dishes and silverware"", ""Hair dryer"", ""Self check-in"", ""Free street parking"", ""Drying rack for clothing"", ""Heating"", ""TV"", ""Clothing storage: dresser"", ""Fire extinguisher""]",$29.00,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,t,27,57
3000,24554205,https://www.airbnb.com/rooms/24554205,2025-06-26,city scrape,On the most beautiful bend of Douro River,"Just 25km from Porto, the Douro Rural Suite is located in the picturesque village of Melres on the banks of the Douro River.<br />Here you can have the true experience of tranquility and surroundings with the countryside, the river and the mountains. <br />Set on a mountainside with a landscape setting This suite is an integral part of a rural villa with independent entrance, and features a kitchenette, private bathroom and Jacuzzi bathtub in the bedroom.","Melres is undoubtedly known for its natural beauty, where the river and mountains are unmistakably, more properly the village of San Tiago, where the Douro Rural Suite is inserted, is known for its characteristic slope, with the most beautiful curve of the Douro River, with a direct view of the river and Lomba beach creating an idyllic landscape.   <br /><br />It is ideal for relaxing, water activities on the river or mountaineering. <br /><br /><br />〰️Points of Interest<br /><br />〰️- Praia da Lomba<br /> (on the other side of the river)<br />15min walk + 10 min river taxi<br /><br />- Melres River Beach<br />2 Km<br /><br />- Melres Marina <br />1.5 Km<br />Where you can take the river taxi <br />Possibility of rental and boat tours <br /><br /><br /><br />Gastronómicos<br />- Restaurante Figurino do Douro<br />3min walk<br /><br />- Tasca do Tio Miguel <br />5min walk<br /><br />- Casa Rocha<br />8min walk<br /><br /><br />Utilities: <br />-Supermarket Meu Super<br />2 Km",https://a0.muscache.com/pictures/dbb05eaf-3d47-4236-a2fe-e15e2e8d76bf.jpg,166429923,https://www.airbnb.com/users/show/166429923,Maria Mimosa,2018-01-07,"Porto, Portugal",,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/User/original/3edb959d-3efb-44b0-af0a-8b40003db207.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/3edb959d-3efb-44b0-af0a-8b40003db207.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Melres, Porto, Portugal",Melres e Medas,GONDOMAR,41.07551,-8.41614,Entire guest suite,Entire home/apt,2,1 bath,1.0,1.0,"[""Private entrance"", ""Hot water kettle"", ""Essentials"", ""Extra pillows and blankets"", ""Free parking on premises"", ""River view"", ""Microwave"", ""Cleaning products"", ""Beach view"", ""Refrigerator"", ""Stainless steel oven"", ""Waterfront"", ""Wifi"", ""Bed linens"", ""Kitchen"", ""Conditioner"", ""Indoor fireplace"", ""Private hot tub - available all year, open 24 hours"", ""Lockbox"", ""First aid kit"", ""Hangers"", ""Hot water"", ""Beach essentials"", ""Pets allowed"", ""Valley view"", ""Electric stove"", ""Coffee maker: Nespresso"", ""Outdoor dining area"", ""Long term stays allowed"", ""Freezer"", ""Mountain view"", ""Baking sheet"", ""Iron"", ""Dining table"", ""Dishes and silverware"", ""Toaster"", ""Hair dryer"", ""Wine glasses"", ""Bathtub"", ""Self check-in"", ""Mosquito net"", ""Smoking allowed"", ""Cooking basics"", ""Free street parking"", ""Single level home"", ""Body soap"", ""TV with standard cable"", ""Fire extinguisher""]",$58.00,1,30,1.0,1.0,1125.0,1125.0,1.0,1125.0,,t,1,1
3200,25851910,https://www.airbnb.com/rooms/25851910,2025-06-27,city scrape,Downtown Colosseum Apartments - Arrábida-1st Floor,"“Arrábida” is a fully equipped and furnished studio in a recently renovated XIX Century seven-apartment complex – the Downtown Colosseums Apartments. Located at the city’s heart, right beside the emblematic “Coliseu do Porto” and very close to several other landmarks.","The Downtown Colosseum Apartments are located right at the heart of Porto along “Rua Passos Manuel”, one of the city’s most emblematic streets that hosts one of its symbols: “Coliseu do Porto”.<br /><br />Recognized for its architecture, “Rua Passos Manuel” has a diverse cultural environment and restaurant hotspots such as centenary “Café Santiago”, well known for the local food speciality, the ""Francesinha”. <br /><br />At the base of the building itself, guests can enjoy the famous and traditional Portuguese restaurant “Tripeiro”. <br />For those who prefer cooking there is a supermarket just 20 meters away.<br /><br />Property surroundings:<br />Coliseum of Porto – 40mt<br />Majestic Café – 170mt<br />City Market Bolhao – 550mt<br />Aliados Avenue – 550mt<br />Clerigos Tower – 850mt <br />Sao Bento Train Station – 750mt<br />Lello Bookshop – 900mt<br />Cristal Palace Gardens – 2km",https://a0.muscache.com/pictures/c2e7b7bd-554d-4749-9abc-13f6eb13a179.jpg,194096600,https://www.airbnb.com/users/show/194096600,Maria Joana,2018-06-07,"Porto, Portugal",,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/d4984dd0-b58e-4c28-9a01-2033cefab8ea.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d4984dd0-b58e-4c28-9a01-2033cefab8ea.jpg?aki_policy=profile_x_medium,,12,19,"['email', 'phone']",t,t,"Porto, Portugal","Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14586,-8.60395,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,"[""Dryer"", ""Private entrance"", ""Essentials"", ""Extra pillows and blankets"", ""Keypad"", ""Exterior security cameras on property"", ""Microwave"", ""Refrigerator"", ""Air conditioning"", ""Wifi"", ""Bed linens"", ""Kitchen"", ""Dishwasher"", ""First aid kit"", ""Oven"", ""Hangers"", ""Smoke alarm"", ""Patio or balcony"", ""Hot water"", ""Long term stays allowed"", ""Washer"", ""Luggage dropoff allowed"", ""Iron"", ""Dishes and silverware"", ""Hair dryer"", ""Self check-in"", ""Coffee maker"", ""Cooking basics"", ""TV with standard cable"", ""Heating"", ""Paid parking off premises"", ""Fire extinguisher"", ""Stove""]",$168.00,1,1125,1.0,2.0,1125.0,1125.0,1.4,1125.0,,t,24,48
3400,26940832,https://www.airbnb.com/rooms/26940832,2025-06-28,city scrape,Inside Porto Apartments @ Pinheiro,"Inside Porto Apartments @ Pinheiro is located in a typical Porto tile building, in the picturesque Rua do Pinheiro. It is located just 300 meters from Avenida dos Aliados, 300 meters from Aliados Metro Station and 450 meters from Trindade Metro Station. The area is full of antique shops, old bookstores, charming bars and famous restaurants. Come and enjoy all the best that the city of Porto has to offer!","The apartment is located in one of the most traditional areas of Porto. It is 3 minutes from many attractions such as Torre dos Clérigos, Avenida dos Aliados, City Hall, the famous Rua das Flores, the Cathedral and others. You can see everything on foot and enjoy the great atmosphere of this city. In addition, the apartment is surrounded by everything you need, such as supermarkets, pharmacies, cafes, restaurants and bars.",https://a0.muscache.com/pictures/miso/Hosting-26940832/original/7dbff50e-9699-49c8-865d-6c3f65bebceb.jpeg,50222081,https://www.airbnb.com/users/show/50222081,Rita Lemos Almeida,2015-11-30,"Porto, Portugal",,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/e0c4910f-d406-4c98-9e4d-c9ffa92975f3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e0c4910f-d406-4c98-9e4d-c9ffa92975f3.jpg?aki_policy=profile_x_medium,,4,4,"['email', 'phone']",t,t,"Porto, Portugal","Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15044,-8.61329,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""Hot water kettle"", ""Essentials"", ""Shampoo"", ""Microwave"", ""Private patio or balcony"", ""Air conditioning"", ""Wifi"", ""Bed linens"", ""Kitchen"", ""Dishwasher"", ""Lockbox"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""Hangers"", ""Smoke alarm"", ""Hot water"", ""Shower gel"", ""Crib"", ""High chair"", ""Long term stays allowed"", ""Iron"", ""Mini fridge"", ""Dishes and silverware"", ""Toaster"", ""Hair dryer"", ""Wine glasses"", ""Self check-in"", ""Coffee maker"", ""Cooking basics"", ""Single level home"", ""Central heating"", ""TV"", ""Paid parking off premises"", ""Fire extinguisher"", ""Stove""]",$115.00,2,180,2.0,4.0,30.0,1125.0,2.4,162.0,,t,22,45
3600,28126543,https://www.airbnb.com/rooms/28126543,2025-06-26,city scrape,Villa Lóios III By Casa do Conto,,,https://a0.muscache.com/pictures/0310cf5e-7687-4383-b2bc-c76b41fa511f.jpg,212182321,https://www.airbnb.com/users/show/212182321,Villa Lóios By Casa Do Conto,2018-08-28,,,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/c4acd5a5-4156-4afd-946c-610ab34f287f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c4acd5a5-4156-4afd-946c-610ab34f287f.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.145695,-8.612918,Entire rental unit,Entire home/apt,4,1.5 baths,2.0,3.0,"[""Wifi"", ""Host greets you"", ""Private entrance"", ""Kitchen"", ""Essentials"", ""Coffee maker"", ""First aid kit"", ""Shampoo"", ""Elevator"", ""Hangers"", ""Heating"", ""TV"", ""Iron"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Air conditioning""]",$199.00,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,t,10,29
3800,29880134,https://www.airbnb.com/rooms/29880134,2025-06-28,city scrape,Couto House,"The accommodation offers modern and bright accommodation 2 bedrooms, 2 bathrooms, 1 kitchen and a living room with balcony. Divisions with hardwood floors and Wifi.<br />The living area features a sofa bed, flat screen TV with netflix, and dining area. <br />Bathrooms include some toiletries and hairdryer.<br />Guests will be able to prepare tasty meals in the equipped kitchen.. Alternatively, there are a variety of local restaurants a short walk away.","The apartment is located in the Marquês area, where people are very friendly,  the ideal place to live, has restaurants, cafes, supermarkets, pharmacies, schools, hospitals. You can do everything by walk!",https://a0.muscache.com/pictures/pro_photo_tool/Hosting-29880134-unapproved/original/f492b2ab-44f5-45c1-9b3f-631837eb6058.JPEG,159351824,https://www.airbnb.com/users/show/159351824,Tozé,2017-11-19,"Porto, Portugal",,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-159351824/original/cc937d51-26d4-406e-b92f-ee8e67a5aad6.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-159351824/original/cc937d51-26d4-406e-b92f-ee8e67a5aad6.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Porto, Portugal","Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.16206,-8.60994,Entire rental unit,Entire home/apt,6,1.5 baths,2.0,4.0,"[""Private entrance"", ""Shared patio or balcony"", ""Hot water kettle"", ""Essentials"", ""Extra pillows and blankets"", ""Shampoo"", ""Elevator"", ""Laundromat nearby"", ""Bidet"", ""Microwave"", ""Cleaning products"", ""Refrigerator"", ""Ethernet connection"", ""Safe"", ""Books and reading material"", ""Wifi"", ""Bed linens"", ""Kitchen"", ""Sound system"", ""Lockbox"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""Oven"", ""Free washer \u2013 In unit"", ""Hangers"", ""Smoke alarm"", ""Hot water"", ""Radiant heating"", ""Shower gel"", ""Clothing storage: closet"", ""Coffee maker: drip coffee maker, espresso machine"", ""Coffee"", ""Host greets you"", ""Long term stays allowed"", ""Freezer"", ""Baking sheet"", ""Iron"", ""Dining table"", ""Dishes and silverware"", ""Toaster"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Wine glasses"", ""Self check-in"", ""Smoking allowed"", ""Children\u2019s books and toys"", ""Portable heater"", ""Cooking basics"", ""Free street parking"", ""Drying rack for clothing"", ""Room-darkening shades"", ""Blender"", ""Paid parking off premises"", ""HDTV with Netflix, premium cable, standard cable"", ""Fire extinguisher"", ""Paid parking on premises"", ""Stove""]",$78.00,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,t,3,7
4000,31437014,https://www.airbnb.com/rooms/31437014,2025-06-28,city scrape,Faria 5: Cozy Comfort and Prime Location,"♡ Immerse yourself in Porto's charm at our vintage house, a central haven blending modern comforts with historic allure. Enjoy stylish comfort with cable TV, high-speed WiFi. <br /><br />Unleash your culinary skills in our fully equipped kitchen. <br /><br />Early bag drop-offs for a hassle-free start. <br /><br />Offers easy access to attractions and a nearby subway station. Each room ensures a personal retreat with individual air conditioning and a private bathroom. <br /><br /> Elevate your Porto experience at our urban oasis!","Located in Porto downtown metro in the same street (1 min walk), safe neighborhood, with restaurants and supermarket nearby. Metro in the street connects you to airport and most  of central places: Aliados, S. Bento Train Station.",https://a0.muscache.com/pictures/2c0a5c30-db9b-4d52-90d3-e078eac89994.jpg,143402005,https://www.airbnb.com/users/show/143402005,António,2017-07-30,"Porto, Portugal","Olá, meu nome é António, sou do Porto e amo minha cidade. Adoro a sensação de estar em casa e me dedico a criar um ambiente onde meus hóspedes possam se sentir confortáveis, explorar novos lugares e conhecer novas pessoas.
Aprecio a boa comida e a companhia de amigos. É um prazer para mim compartilhar essa cultura acolhedora com meus hóspedes, e oferecer uma sensação de bem-estar durante sua estadia.

Seja bem-vindo e sinta-se em casa!",,,,f,https://a0.muscache.com/im/pictures/user/62f55f56-e703-44ba-b656-2f58a981825c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/62f55f56-e703-44ba-b656-2f58a981825c.jpg?aki_policy=profile_x_medium,,30,30,"['email', 'phone', 'work_email']",t,t,"Porto, Portugal","Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15587,-8.60915,Private room in hostel,Private room,2,1 private bath,1.0,1.0,"[""Outdoor furniture"", ""Shared patio or balcony"", ""Essentials"", ""Extra pillows and blankets"", ""Keypad"", ""Shampoo"", ""Microwave"", ""Shared backyard \u2013 Fully fenced"", ""Private living room"", ""Refrigerator"", ""Bed linens"", ""Fast wifi \u2013 401 Mbps"", ""Kitchen"", ""First aid kit"", ""Garden view"", ""Hangers"", ""Oven"", ""Hot water"", ""Shower gel"", ""Central air conditioning"", ""Electric stove"", ""Outdoor dining area"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Iron"", ""Indoor fireplace: wood-burning"", ""Dishes and silverware"", ""Hair dryer"", ""Self check-in"", ""Coffee maker"", ""Cooking basics"", ""Heating"", ""Courtyard view"", ""Paid parking off premises"", ""Fire extinguisher"", ""32 inch HDTV with standard cable""]",$50.00,2,30,2.0,2.0,30.0,30.0,2.0,30.0,,t,12,19
4200,33217978,https://www.airbnb.com/rooms/33217978,2025-06-27,city scrape,Private room turned to the ocean,"Hello Dear Guests,<br />My place is Located in the north coast of Portugal ., 15km south from Porto .<br />A nice location for those who looking for quiet areas  on the surroundings outside city center.<br />Granja is a perfect place to relax  while being close to the ocean. Acess to Porto is very easy as train station is just two minutes walking from te apt.","Ideal for those who looking for quiet spaces near the ocean , Granja is a small and beautiful village , an emblematic place in Portugal due to its special environment surronded by lovely secular houses.",https://a0.muscache.com/pictures/4cd26040-5d22-4ec0-b5c7-5bd8a034e3b0.jpg,250103964,https://www.airbnb.com/users/show/250103964,Telma,2019-03-20,"São Félix da Marinha, Portugal",To meet and get to know people from around the world thats what i love on this experience of being a host.  Im a morning person and nature adict .,a few days or more,0%,58%,f,https://a0.muscache.com/im/pictures/user/User-250103964/original/5e9c1eef-b0b3-47f1-82e4-22aba40cebbe.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-250103964/original/5e9c1eef-b0b3-47f1-82e4-22aba40cebbe.jpeg?aki_policy=profile_x_medium,,1,1,['phone'],t,t,"São Félix da Marinha, Porto, Portugal",São Félix da Marinha,VILA NOVA DE GAIA,41.04011,-8.64862,Private room in condo,Private room,2,1 private bath,1.0,1.0,"[""Shared beach access \u2013 Beachfront"", ""Cleaning available during stay"", ""Outdoor furniture"", ""Essentials"", ""Extra pillows and blankets"", ""Laundromat nearby"", ""Free parking on premises"", ""Microwave"", ""Coffee maker: french press, Nespresso"", ""Cleaning products"", ""Refrigerator"", ""Wifi"", ""Lock on bedroom door"", ""Bed linens"", ""Kitchen"", ""Indoor fireplace"", ""First aid kit"", ""Hangers"", ""Patio or balcony"", ""Hot water"", ""Shower gel"", ""Clothing storage: closet"", ""Dedicated workspace"", ""Outdoor dining area"", ""Host greets you"", ""Paid washer \u2013 In unit"", ""Freezer"", ""Luggage dropoff allowed"", ""Dining table"", ""Dishes and silverware"", ""Toaster"", ""Hair dryer"", ""Wine glasses"", ""Bathtub"", ""Cooking basics"", ""Free street parking"", ""Record player"", ""Body soap"", ""Drying rack for clothing"", ""Room-darkening shades"", ""TV"", ""Fire extinguisher"", ""Backyard"", ""Stove""]",$45.00,2,30,2.0,3.0,30.0,30.0,2.0,30.0,,t,10,24
